no_mapping,no_mapping,no_mapping,score
0.4,0.9,0.6,0.11393678636014214
0.4,0.0,0.1,0.08057553384346057
0.5,0.1,0.6,0.07995043412834428
0.8,0.1,0.5,0.135523038531986
0.3,0.1,1.0,0.01272306129367926
0.5,0.8,0.2,0.22016110245426374
0.8,0.3,0.1,0.16961351977225167
0.3,0.5,0.7,0.06303757412296583
0.8,0.3,0.7,0.12921626710500725
0.5,0.6,0.3,0.1451553121704461
0.1,0.1,0.2,0.1632102491398403
0.3,0.2,0.3,0.005486680066902339
0.5,0.8,1.0,0.22016110245426374
0.5,0.7,0.7,0.1590110739001697
0.8,0.4,0.5,0.1250772317818272
0.6,0.1,0.9,0.11128034650842708
0.4,0.3,1.0,0.08362600070172559
0.5,0.9,0.3,0.22016110245426374
0.0,0.7,0.5,0.15387006864493566
0.5,0.0,0.1,0.14720421154001267
0.7,0.4,0.9,0.11350313176944013
0.5,0.4,0.5,0.06853012802779702
0.5,0.8,0.4,0.19498462353916293
0.3,0.9,0.2,0.058059938219224866
0.8,0.6,0.9,0.13447023481817705
0.3,0.6,0.2,0.0622818849108075
0.4,0.5,0.2,0.12482378676771134
0.3,0.2,0.7,0.03287490819550626
0.6,0.0,0.1,0.0938138232229598
0.8,0.0,0.9,0.14540986325611177
0.4,0.1,0.2,0.08096180741055138
0.8,0.8,0.1,0.13447023481817705
0.6,0.1,0.0,0.17726684492220612
0.8,0.9,0.1,0.1352392598546158
0.3,0.9,0.8,0.07749952654124319
0.3,0.3,0.1,0.006870812836820567
0.3,0.6,0.9,0.05530445244441227
0.4,0.1,0.9,0.05993851036400432
0.6,0.6,0.9,0.10405164193235218
0.5,0.3,0.6,0.0632134231722363
0.0,0.1,0.4,0.13064831170460797
0.4,0.9,0.5,0.12780437466110608
0.5,0.7,0.5,0.06353020903745185
0.5,1.0,0.1,0.15659382806907662
0.4,0.3,0.0,0.09497892518092944
0.9,0.1,0.2,0.17786119625510133
0.6,0.3,0.7,0.08848618008541265
0.5,1.0,0.6,0.11397101852480772
0.9,0.1,0.8,0.1374639435878569
0.3,0.7,0.3,0.03874562001342608
0.3,1.0,0.4,0.0615711598664554
0.6,0.1,1.0,0.15285939104354404
0.6,0.4,0.9,0.1771471938055771
0.0,0.7,0.8,0.12402223272696168
0.7,1.0,0.7,0.10134619013019813
0.5,0.8,0.7,0.1483773819945167
0.6,0.5,0.3,0.0978791831217625
0.6,0.3,0.4,0.14961807086381984
0.4,0.7,0.2,0.1005709632703321
0.6,0.5,0.7,0.18341852777883175
0.5,0.4,0.6,0.09814932749387854
0.0,0.1,0.7,0.18695801641908347
0.4,0.3,0.7,0.08466232214633607
0.8,0.7,0.9,0.14570613456048467
0.6,0.6,0.1,0.18341852777883175
0.3,0.7,0.8,0.027510294995356687
0.9,0.4,0.9,0.16547448444907162
0.3,1.0,1.0,0.05880018239661955
0.7,0.0,0.4,0.06994798045288504
0.6,0.7,0.4,0.1841875528152705
0.4,1.0,0.7,0.052460798335998274
0.9,0.5,1.0,0.12819890084492241
0.0,0.7,0.9,0.07707916568238657
0.5,0.3,0.0,0.08105261177497314
0.9,0.6,0.8,0.1685961535121668
0.6,0.8,0.3,0.09864820815820126
0.6,0.6,0.7,0.1590110739001697
0.9,0.7,0.4,0.13447023481817705
0.3,0.8,0.2,0.026608349934111656
0.6,0.5,0.0,0.1325141299876124
0.1,0.1,0.8,0.14570613456048467
0.5,0.0,0.9,0.14922239360457856
0.9,0.7,1.0,0.13447023481817705
0.0,0.7,0.6,0.07703012528887002
0.6,0.9,0.8,0.09864820815820126
0.9,0.9,0.1,0.13447023481817705
0.4,0.1,0.0,0.053644571086615994
0.7,0.0,0.1,0.17203385573486013
0.6,0.3,0.1,0.08926597080310295
0.6,0.7,0.2,0.1907750568104456
0.3,0.8,0.7,0.02213573588995669
0.8,0.7,0.5,0.12400694217436277
0.9,1.0,0.6,0.17563651252186016
0.0,0.7,1.0,0.12383092856851949
0.5,0.3,1.0,0.08112659794142255
0.7,0.3,1.0,0.0887519648512119
0.4,0.5,0.5,0.058059938219224866
0.6,0.9,0.6,0.1590110739001697
0.5,0.1,0.8,0.09455020158463398
0.7,0.1,0.3,0.1845749001875497
0.5,0.6,0.9,0.09202212918055498
0.7,0.1,0.7,0.10028165779216812
0.1,0.4,0.3,0.1605216160394035
0.6,0.9,0.0,0.11183370960801402
1.0,0.1,0.9,0.17786119625510133
0.5,0.9,0.1,0.09359791352352108
0.4,0.1,0.6,0.036330049443471464
0.3,0.9,0.1,0.01584473035677448
0.7,0.0,0.8,0.16358860037981574
1.0,0.3,0.5,0.12921626710500725
0.6,0.9,1.0,0.1539834698641888
0.4,0.6,0.3,0.08415684589647912
0.4,0.9,1.0,0.09556372864665781
0.4,0.2,0.3,0.052888881874457644
0.0,0.8,0.1,0.11806511201636175
0.7,0.3,0.1,0.17412909343739083
0.7,0.3,0.5,0.17412909343739083
0.7,0.0,0.3,0.1952490145951827
1.0,0.5,0.9,0.1250772317818272
0.3,0.9,0.6,0.005486680066902339
1.0,0.7,0.0,0.17486748748542147
0.7,0.4,0.2,0.1771471938055771
0.7,0.2,1.0,0.15386067488190883
0.6,0.8,0.9,0.11209087546985927
0.4,0.3,0.2,0.04316718236509784
0.4,0.7,0.3,0.07222836215436398
0.5,0.0,0.3,0.1252251456560171
0.9,0.3,1.0,0.10574394992255247
0.7,0.5,0.3,0.18341852777883175
0.0,0.8,0.3,0.15183186898813694
0.5,0.6,0.0,0.1277591310253313
0.6,0.2,0.3,0.05166387918573677
1.0,0.9,0.8,0.13447023481817705
0.3,1.0,0.0,0.03287490819550626
0.5,0.2,0.6,0.07522765900504493
1.0,1.0,0.9,0.13447023481817705
0.4,0.3,0.8,0.04593857060785332
0.7,0.3,0.4,0.13814087243287143
0.5,0.8,0.9,0.11031361941277393
0.7,0.6,0.8,0.18341852777883175
0.7,0.5,0.1,0.1590110739001697
0.4,0.7,1.0,0.0775947718311699
0.6,0.4,0.3,0.0868980335796508
0.7,1.0,0.9,0.07648255275326132
0.6,0.1,0.2,0.032874001142896875
0.1,0.2,0.3,0.11176694267216103
0.3,1.0,0.6,0.006870812836820567
0.7,0.5,0.9,0.1590110739001697
0.7,0.8,0.0,0.1841875528152705
0.0,0.8,0.5,0.09725636040635828
0.7,0.4,0.8,0.18450372283719096
0.5,0.4,0.2,0.0949115262830615
0.5,0.1,0.2,0.026437010029589474
0.9,0.2,0.9,0.10357165102677478
0.7,0.9,0.1,0.1841875528152705
0.4,0.9,0.1,0.0542073235255982
0.7,0.2,0.6,0.12753722259682712
0.7,0.5,0.7,0.11183370960801402
0.7,0.9,0.5,0.09864820815820126
0.5,0.9,0.9,0.12133204112332703
0.5,0.1,1.0,0.054591414067699684
0.8,0.3,0.5,0.0840060241820797
0.9,1.0,0.4,0.11176694267216103
0.4,0.4,0.7,0.026608349934111656
0.7,0.9,0.9,0.1841875528152705
0.4,0.5,0.4,0.026608349934111656
0.0,0.8,0.7,0.11896644929766718
0.5,0.7,0.9,0.07419404785124986
0.7,0.7,0.2,0.14574982616686694
0.6,0.8,0.7,0.04396928810197581
0.5,0.5,0.1,0.07954011668194332
0.7,1.0,1.0,0.1841875528152705
0.1,0.0,1.0,0.0938138232229598
0.4,0.9,0.8,0.07023052471739306
0.7,0.9,0.7,0.1590110739001697
0.8,0.1,0.2,0.10028165779216812
0.5,0.2,0.7,0.07534864632585765
0.7,1.0,0.4,0.1590110739001697
0.6,0.0,0.5,0.11044406703036985
0.6,1.0,0.3,0.11693610874870551
0.8,0.1,1.0,0.1845749001875497
0.4,0.5,1.0,0.02213573588995669
0.6,0.7,0.7,0.08701489455688073
0.1,0.5,0.2,0.1279552063173925
0.8,0.3,0.2,0.17826812876057088
0.5,0.6,0.1,0.09602514590923972
0.4,1.0,0.9,0.0622818849108075
0.7,0.6,0.5,0.12634159591502944
0.8,0.9,0.3,0.07577603576764007
0.8,0.1,0.4,0.16016744630888755
0.9,0.9,1.0,0.08007366344589832
0.7,1.0,0.8,0.1907750568104456
0.8,0.2,0.3,0.1485934061769052
0.8,0.5,0.2,0.1771471938055771
0.8,0.0,0.1,0.0922933488165238
0.4,0.7,0.0,0.01584473035677448
0.8,0.5,0.6,0.09160784914850786
0.5,0.0,0.8,0.06984019304844971
0.9,0.1,0.4,0.07815585396981647
0.8,0.1,0.6,0.1826053627570886
0.0,0.8,0.9,0.09029896210272162
0.0,0.9,0.1,0.09093808019047493
0.5,0.9,0.7,0.08769684600805068
0.8,0.7,0.2,0.0978791831217625
0.1,0.2,0.9,0.10823091661094097
0.8,0.7,0.6,0.18341852777883175
0.5,0.4,0.1,0.07888609228251955
0.0,0.1,0.6,0.18680161071785908
0.1,0.1,0.1,0.1539834698641888
0.8,0.7,1.0,0.18341852777883175
0.4,0.7,0.6,0.005486680066902339
0.5,0.6,1.0,0.018334824351217402
0.6,0.5,0.9,0.08100357138145657
0.8,0.3,0.8,0.1855210890972758
0.7,0.4,0.1,0.09414475231689672
0.6,0.3,0.5,0.11354689235390389
0.7,1.0,0.6,0.12455754661267512
0.5,0.1,0.5,0.03654556757150347
0.5,0.7,0.8,0.050695691105448026
0.7,0.2,0.4,0.06804334301034144
0.8,1.0,0.7,0.1841875528152705
0.1,0.1,0.3,0.188500799546125
0.8,0.5,0.4,0.14771213589093415
0.0,0.9,0.2,0.11102387041637303
0.5,1.0,0.8,0.09556372864665781
0.6,0.7,0.6,0.06645913031778837
0.4,0.8,0.3,0.03287490819550626
1.0,0.7,0.6,0.08007366344589832
0.8,0.8,0.3,0.1590110739001697
0.9,0.0,0.4,0.17203385573486013
0.8,0.5,0.8,0.18450372283719096
0.5,0.4,0.9,0.07152184516874273
0.7,0.0,0.2,0.13468533816148187
0.8,0.6,0.7,0.18155255904327963
0.9,0.6,0.5,0.06363876568832563
0.9,0.1,0.7,0.18651580524342062
0.5,0.2,0.1,0.030679631465443672
0.9,0.2,0.4,0.17963185592601325
0.7,0.6,1.0,0.08758081886857656
0.5,0.8,0.6,0.068718037397493
0.4,0.9,0.2,0.006870812836820567
0.0,0.9,0.4,0.09941594693042999
0.6,0.1,0.4,0.0749111892425968
0.9,0.3,0.2,0.09262521540859271
0.9,0.3,0.8,0.17826812876057088
0.8,0.9,0.8,0.1907750568104456
0.8,0.5,0.1,0.09847942584454204
0.7,0.1,0.5,0.08846748314036067
0.5,0.2,0.8,0.023486680871016435
0.8,1.0,0.5,0.10267828201224867
0.9,0.4,0.6,0.08848618008541265
0.7,0.8,0.6,0.11432575054381762
0.5,0.5,0.8,0.05014461483149308
0.9,0.5,0.3,0.1771471938055771
0.9,0.2,1.0,0.15522440204735116
0.5,0.9,0.4,0.07222836215436398
0.6,0.5,0.1,0.09427240819530817
0.6,0.6,0.5,0.0774480457174305
0.9,0.1,0.1,0.19182786052425457
0.5,0.6,0.6,0.0622818849108075
0.9,0.6,0.1,0.1771471938055771
0.7,0.6,0.9,0.023781249756044717
0.9,0.6,0.7,0.1771471938055771
0.1,0.1,0.5,0.05558156923086626
0.5,0.3,0.4,0.02213573588995669
0.9,0.4,0.8,0.14972163955872878
0.9,0.7,0.5,0.18341852777883175
0.9,0.2,0.8,0.1710313226251062
0.7,0.2,0.7,0.09084349222820566
0.0,0.9,0.5,0.03694706428865456
0.9,0.5,0.5,0.15273973992691506
0.9,0.8,0.2,0.0978791831217625
0.8,0.0,0.7,0.0741767215974112
1.0,0.4,0.1,0.10443430107494
0.1,0.1,0.7,0.15574931973120237
0.8,1.0,0.3,0.13279119030999695
0.9,0.4,0.2,0.10654571533718289
0.5,0.7,0.3,0.05530445244441227
0.6,0.7,0.8,0.09556372864665781
0.9,0.4,0.4,0.18138205377409578
0.0,0.9,0.7,0.05408649212663831
0.6,0.4,0.1,0.05108208726034896
0.9,0.7,0.3,0.1590110739001697
0.5,0.4,0.0,0.01584473035677448
0.9,1.0,0.0,0.1841875528152705
0.8,0.2,0.9,0.09735491973067674
1.0,0.6,0.7,0.11126426408670705
0.7,0.4,1.0,0.06145697634238017
0.7,0.3,0.9,0.091836803462595
1.0,0.1,0.2,0.18651580524342062
1.0,0.1,0.6,0.10222256284803903
0.9,0.9,0.8,0.1590110739001697
0.6,0.9,0.3,0.08466232214633607
1.0,0.1,1.0,0.18651580524342062
0.5,0.4,0.7,0.005486680066902339
0.0,0.9,0.8,0.08147472025524222
0.6,0.5,0.5,0.0847416493622075
0.9,1.0,0.7,0.1590110739001697
0.6,0.0,0.9,0.08420431059744922
0.5,0.8,0.0,0.03380130052853889
0.9,0.8,0.3,0.10291561214597644
0.1,0.1,0.9,0.13861713093327957
0.9,0.4,0.3,0.07209299942170702
0.1,0.3,0.4,0.07647500321141963
0.9,0.8,0.8,0.08972240758198884
1.0,0.3,1.0,0.17826812876057088
0.7,0.9,0.8,0.1143128689916549
1.0,0.4,0.7,0.08848618008541265
0.5,0.8,0.8,0.03380130052853889
0.6,0.1,0.8,0.05573762471112311
1.0,0.5,0.3,0.1740255247424819
0.7,0.7,0.6,0.09477886480732467
0.5,0.5,0.4,0.03287490819550626
1.0,0.6,0.5,0.09160784914850786
0.7,0.1,0.1,0.053949735798913837
0.0,0.9,1.0,0.06825491606177743
1.0,0.7,0.1,0.18341852777883175
0.8,0.8,0.7,0.11365178246940588
1.0,0.0,0.7,0.17613752818788025
1.0,0.5,0.1,0.14961807086381984
0.5,0.9,0.5,0.026608349934111656
1.0,0.2,0.3,0.13538584115638483
0.7,0.3,0.3,0.07235614969766259
0.6,0.3,0.2,0.052888881874457644
0.5,0.6,0.2,0.006870812836820567
1.0,0.9,0.5,0.0978791831217625
1.0,0.9,0.9,0.18341852777883175
0.9,0.8,0.6,0.09474643881934093
1.0,1.0,0.7,0.18341852777883175
0.8,0.7,0.1,0.09961984681336224
1.0,0.3,0.8,0.08446843986881905
0.7,0.1,0.0,0.06024097531485737
0.0,1.0,0.1,0.074912646189933
0.6,0.7,1.0,0.07888609228251955
0.0,0.1,0.8,0.1783481379871318
0.1,0.3,1.0,0.08720810101912464
0.9,0.1,0.3,0.05841953750444031
1.0,0.8,0.1,0.1590110739001697
1.0,0.5,0.8,0.17215955600692978
0.5,1.0,0.3,0.02213573588995669
1.0,0.6,0.9,0.18450372283719096
0.7,0.4,0.4,0.07044234836649586
0.9,0.3,0.1,0.08103135233844758
1.0,0.7,0.8,0.09265865069359251
0.8,0.2,0.1,0.10582985156262574
0.7,0.6,0.2,0.09427240819530817
0.6,0.4,0.5,0.032474286040171454
1.0,0.8,0.5,0.18155255904327963
0.7,0.7,0.5,0.0949115262830615
0.0,1.0,0.3,0.06754839907615617
0.6,0.9,0.4,0.04514492974966051
0.7,0.2,0.0,0.07534864632585765
0.1,0.2,0.0,0.09282579626936356
0.1,0.2,0.2,0.10679111808750866
0.9,0.5,0.9,0.10766545238688753
0.8,0.3,0.0,0.06327368616640247
1.0,0.3,0.1,0.07646936487861479
1.0,0.0,0.1,0.15381549139052023
0.6,0.0,0.7,0.01035805028987214
0.6,0.5,0.6,0.04593857060785332
0.0,1.0,0.7,0.06625707862480651
0.7,0.3,0.0,0.06283535911801415
0.7,0.8,0.8,0.0962702456322791
0.6,0.1,0.6,0.0
0.1,0.2,0.4,0.1578435147375222
0.9,0.8,0.0,0.11432575054381762
0.9,0.0,0.5,0.13834290182855946
0.6,1.0,0.7,0.05508893431638026
1.0,0.8,0.9,0.11046279722006916
0.7,0.6,0.6,0.05011129841263929
0.6,0.7,0.0,0.026608349934111656
0.0,1.0,0.9,0.05830843881822094
0.7,0.0,1.0,0.08344862138529088
0.8,0.9,0.0,0.10609671589103087
0.6,0.2,0.7,0.029753239132411038
0.8,0.9,0.2,0.05489207279254082
0.7,0.4,0.0,0.07261475830926493
0.7,0.9,1.0,0.08466232214633607
0.6,0.7,0.9,0.026608349934111656
0.8,0.1,0.0,0.0852277922771902
0.9,0.7,0.2,0.0780562853988306
0.1,0.4,0.5,0.1460604173016323
0.7,0.7,0.9,0.0646557394763075
0.8,0.3,1.0,0.07101081726255265
0.6,0.3,0.9,0.0037491437737253485
0.1,0.0,0.0,0.06984019304844971
0.7,0.1,0.9,0.043546438404255296
1.0,0.2,0.9,0.06668999776706021
0.7,0.5,0.0,0.07152184516874273
1.0,0.6,0.1,0.0632134231722363
0.6,0.9,0.2,0.02213573588995669
0.8,0.2,0.7,0.05343034707461477
0.8,0.4,0.3,0.0855859221445796
0.1,0.0,0.1,0.048874569648833986
0.7,0.2,0.8,0.02935261697707623
0.7,0.8,1.0,0.04642956946544259
0.9,0.4,0.1,0.11173567254352698
0.7,0.6,0.0,0.07023052471739306
0.6,1.0,0.1,0.01584473035677448
0.1,0.2,0.8,0.11003988539894323
0.8,0.1,0.9,0.06024097531485737
0.9,0.1,0.9,0.097484731660961
1.0,0.9,0.1,0.0698737213291664
0.8,0.5,1.0,0.07709966772173178
0.8,0.9,0.7,0.08642725523728462
0.1,0.0,0.2,0.04300863354277419
0.7,0.3,0.7,0.024388625932261467
0.7,1.0,0.0,0.05880018239661955
0.0,0.1,1.0,0.12172251112839558
0.7,0.0,0.5,0.0
0.7,0.7,0.1,0.0622818849108075
0.8,0.3,0.6,0.07605516331147892
0.1,0.2,1.0,0.08105261177497314
1.0,0.4,0.3,0.0779309427118779
0.9,0.8,1.0,0.06572146849015854
0.1,0.0,0.3,0.03581568294834695
0.7,0.4,0.6,0.026608349934111656
1.0,0.8,0.3,0.06368401496502539
0.1,0.5,0.0,0.19551995360509083
0.9,0.9,0.5,0.10675555911964359
0.7,0.1,0.4,0.027388228128603916
0.7,0.8,0.2,0.05530445244441227
0.1,0.2,0.6,0.0635400908158256
0.9,0.0,1.0,0.09070574846821615
0.9,0.7,0.6,0.1155756482764769
0.8,0.5,0.3,0.06595702818110936
0.1,0.0,0.4,0.03134306890419198
0.7,0.5,0.5,0.02213573588995669
0.7,0.2,0.2,0.0037491437737253485
0.1,0.3,0.1,0.09735774498251407
0.8,0.9,0.6,0.056768617767875215
0.9,0.2,0.3,0.06286745031580236
0.8,0.0,0.3,0.07625567079086365
0.9,0.5,0.7,0.0695190774707725
0.7,0.9,0.2,0.04593857060785332
0.8,0.7,0.0,0.07888609228251955
0.1,0.0,0.5,0.01035805028987214
0.7,0.6,0.4,0.01584473035677448
1.0,0.5,0.4,0.09605151049108468
0.9,0.0,0.7,0.10330865799816434
0.8,0.3,0.4,0.052888881874457644
0.7,1.0,0.2,0.03380130052853889
0.1,0.3,0.3,0.11274671961293771
0.9,0.6,1.0,0.07182891410777222
0.1,0.0,0.6,0.0
0.7,0.7,0.4,0.005486680066902339
0.8,0.8,0.5,0.07152184516874273
1.0,0.0,0.3,0.07519505442030494
0.8,0.0,0.5,0.03581568294834695
0.1,0.5,0.6,0.174327674050899
0.8,0.5,0.0,0.04316718236509784
0.9,0.2,0.0,0.05217815683010555
0.9,0.8,0.4,0.08395580516071478
0.9,0.5,0.4,0.04330433320019335
0.1,0.3,0.5,0.15580531508072348
0.1,0.0,0.7,0.027388228128603916
0.7,0.8,0.4,0.03287490819550626
0.8,0.9,1.0,0.07023052471739306
0.8,0.1,0.8,0.016649055823054346
0.8,0.6,0.3,0.03874562001342608
0.9,0.3,0.5,0.06820176879482005
1.0,0.1,0.0,0.045198485062525086
1.0,1.0,0.3,0.09991876090673577
0.9,0.7,0.1,0.07625737831643062
0.1,0.0,0.8,0.0037491437737253485
0.7,0.9,0.3,0.006870812836820567
1.0,0.2,0.7,0.056814273231974834
0.9,0.1,0.0,0.057154866741096474
1.0,0.7,0.9,0.0896946834450216
0.8,0.3,0.3,0.01272306129367926
1.0,0.4,0.9,0.06790507199620939
0.9,0.8,0.5,0.04642956946544259
1.0,0.1,0.4,0.05953445832923612
0.8,0.7,0.8,0.026608349934111656
0.9,0.2,0.2,0.04591144940806242
0.8,0.4,0.7,0.002365011003807121
0.8,0.9,0.4,0.026608349934111656
0.1,0.3,0.9,0.1005709632703321
0.9,1.0,0.3,0.050315911350842665
1.0,1.0,0.1,0.046935045715299516
0.8,0.5,0.9,0.03287490819550626
0.9,0.3,0.7,0.03654556757150347
0.9,0.6,0.4,0.05601055093755286
0.9,0.0,0.1,0.03134306890419198
0.9,0.7,0.9,0.0622818849108075
1.0,0.9,0.4,0.050695691105448026
1.0,0.3,0.4,0.06949308924616972
0.8,0.7,0.4,0.006870812836820567
0.9,0.4,1.0,0.030679631465443672
0.1,0.3,0.7,0.046935045715299516
0.9,0.1,0.5,0.01035805028987214
0.9,0.9,0.2,0.05530445244441227
0.1,0.4,0.0,0.09427240819530817
0.1,0.4,0.2,0.0896946834450216
1.0,0.3,0.2,0.04427868925005705
0.9,0.6,0.2,0.026608349934111656
1.0,0.7,0.7,0.07888609228251955
0.9,0.2,0.6,0.002365011003807121
0.9,1.0,0.9,0.04593857060785332
0.1,0.4,0.4,0.11499731650895959
1.0,0.5,0.2,0.04569593128003041
0.9,0.7,0.7,0.02213573588995669
0.9,0.4,0.0,0.029753239132411038
1.0,0.9,0.7,0.07152184516874273
1.0,0.1,0.8,0.02831462046163655
0.9,0.8,0.9,0.01584473035677448
0.9,0.5,0.1,0.006870812836820567
1.0,0.7,0.3,0.04811150184998503
0.1,0.4,0.6,0.10338939302301652
1.0,0.3,0.6,0.023486680871016435
0.9,1.0,0.5,0.005486680066902339
1.0,0.9,0.2,0.03874562001342608
1.0,0.5,0.6,0.019014066826861468
1.0,0.1,0.3,0.027388228128603916
0.1,0.4,0.8,0.028783240301926694
0.1,0.4,1.0,0.058059938219224866
1.0,0.7,0.5,0.01584473035677448
1.0,0.3,0.0,0.0037491437737253485
1.0,0.9,0.3,0.005486680066902339
0.1,0.5,0.1,0.08544816634782879
0.1,0.5,0.3,0.0615711598664554
0.1,0.5,0.5,0.07888609228251955
0.1,0.5,0.7,0.07152184516874273
